poi_id,business_name,address,city,state,zip,lat,lon,record_type,operating_status,poi_confidence,geocode_precision,competition_3mi,nearest_competitor_mi,median_household_income_est,renter_pct_est,multifamily_pct_est,no_vehicle_pct_est,population_density_est,hispanic_pct_est,black_pct_est,immigrant_language_proxy_pct_est,income_fit_score,renter_score,multifamily_score,no_vehicle_score,density_score,ethnicity_language_proxy_score,demand_score_0_100,opportunity_score_0_100,map_color,demand_zone,data_quality_flag,source,source_url,notes,google_maps_url
EX0578,Garland Laundry Market Cell 025,871 K Ave Rd / market-cell centroid,Garland,TX,75959,32.945354,-96.651557,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,26,0.74,54340,28.4,42.4,4.9,3186,66.8,11.8,55.0,100,18.7,44.8,22.3,30.7,98.4,40.4,30.0,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.945354,-96.651557"
EX0579,Garland Laundry Market Cell 026,2083 Forest Rd / market-cell centroid,Garland,TX,75295,32.93826,-96.691861,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,26,0.42,39758,34.4,52.7,1,2773,48.3,19.0,41.0,100,32.0,65.4,0,23.1,76.1,43.4,29.7,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.93826,-96.691861"
EX0580,Garland Laundry Market Cell 027,6196 Marsh Rd / market-cell centroid,Garland,TX,75305,32.91588,-96.597945,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,20,0.51,59786,45.9,40.4,3.0,3898,39.7,11.2,29.6,100,57.6,40.8,7.7,43.6,59.0,47.8,33.1,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.91588,-96.597945"
EX0581,Garland Laundry Market Cell 028,9674 Walnut Hill Rd / market-cell centroid,Garland,TX,75169,32.92409,-96.584723,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,19,0.25,63046,48.3,53.0,5.4,2817,29.6,22.9,22.1,100,62.9,66.0,26.2,23.9,50.1,53.1,34.6,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.92409,-96.584723"
EX0582,Garland Laundry Market Cell 029,2929 Walnut Hill Rd / market-cell centroid,Garland,TX,75783,32.901301,-96.658508,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,28,0.56,73367,41.6,35.1,1,4599,46.6,19.0,33.4,88.3,48.0,30.2,0,56.3,71.1,43.3,30.6,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.901301,-96.658508"
EX0583,Garland Laundry Market Cell 030,8042 Jefferson Rd / market-cell centroid,Garland,TX,75936,32.939514,-96.604458,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,23,0.75,54009,30.6,41.0,1.7,4141,47.0,15.6,31.2,100,23.6,42.0,0,48.0,69.2,40.0,29.8,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.939514,-96.604458"
EX0584,Garland Laundry Market Cell 031,3971 Walnut Hill Rd / market-cell centroid,Garland,TX,75103,32.93381,-96.658305,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,28,0.44,65738,46.6,34.3,7.8,3640,36.8,21.1,32.2,99.0,59.1,28.6,44.6,38.9,61.2,48.7,33.1,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.93381,-96.658305"
EX0585,Garland Laundry Market Cell 032,4893 Davis Rd / market-cell centroid,Garland,TX,75578,32.915552,-96.628422,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,29,0.47,51591,44.0,48.3,7.2,5833,52.4,21.9,41.3,100,53.3,56.6,40.0,78.8,81.8,59.6,40.0,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.915552,-96.628422"
EX0586,Garland Laundry Market Cell 033,128 Gus Thomasson Rd / market-cell centroid,Garland,TX,75603,32.857513,-96.623411,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,11,0.76,46379,39.7,27.6,2.7,3349,40.1,27.6,31.8,100,43.8,15.2,5.4,33.6,67.2,42.4,35.5,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.857513,-96.623411"
EX0587,Garland Laundry Market Cell 034,9565 Davis Rd / market-cell centroid,Garland,TX,75750,32.889632,-96.680807,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,22,1.13,64396,51.6,38.3,11.2,3672,16.8,25.6,22.4,100,70.2,36.6,70.8,39.5,37.9,54.8,41.5,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.889632,-96.680807"
EX0588,Garland Laundry Market Cell 035,2924 K Ave Rd / market-cell centroid,Garland,TX,75458,32.932694,-96.696708,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,26,0.48,59227,38.6,33.3,6.3,2985,46.5,34.3,32.9,100,41.3,26.6,33.1,27.0,77.2,41.9,29.1,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.932694,-96.696708"
EX0589,Garland Laundry Market Cell 036,5178 Lancaster Rd / market-cell centroid,Garland,TX,75872,32.918964,-96.621435,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,29,0.47,64363,50.4,29.9,8.1,5328,54.9,15.5,36.2,100,67.6,19.8,46.9,69.6,79.6,55.0,37.2,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.918964,-96.621435"
EX0590,Garland Laundry Market Cell 037,4405 Northwest Hwy Rd / market-cell centroid,Garland,TX,75409,32.858896,-96.636462,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,13,0.48,66502,55.2,44.5,8.1,3859,41.0,23.9,34.3,97.9,78.2,49.0,46.9,42.9,67.7,62.0,43.3,yellow,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.858896,-96.636462"
EX0591,Garland Laundry Market Cell 038,5718 Northwest Hwy Rd / market-cell centroid,Garland,TX,75460,32.955913,-96.646669,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,24,0.48,63814,35.0,35.9,6.5,4146,48.1,2.3,35.6,100,33.3,31.8,34.6,48.1,66.6,43.7,30.3,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.955913,-96.646669"
EX0592,Garland Laundry Market Cell 039,5434 Story Rd / market-cell centroid,Garland,TX,75663,32.903058,-96.649018,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,26,0.56,54946,42.3,46.3,8.5,3373,48.9,16.3,37.8,100,49.6,52.6,50.0,34.1,74.3,51.8,35.8,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.903058,-96.649018"
EX0593,Garland Laundry Market Cell 040,1121 Davis Rd / market-cell centroid,Garland,TX,75591,32.915852,-96.606776,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,23,0.51,58916,46.3,45.4,3.1,2471,37.4,16.7,29.0,100,58.4,50.8,8.5,17.7,58.6,46.2,32.1,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.915852,-96.606776"
EX0594,Garland Laundry Market Cell 041,5109 Berry Rd / market-cell centroid,Garland,TX,75181,32.958815,-96.617787,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,16,0.32,50612,46.1,27.8,4.5,3853,48.5,31.0,38.7,100,58.0,15.6,19.2,42.8,80.4,47.0,31.2,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.958815,-96.617787"
EX0595,Garland Laundry Market Cell 042,1519 Walnut Rd / market-cell centroid,Garland,TX,75484,32.883179,-96.643996,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,23,0.77,54287,50.6,22.0,9.1,1760,42.4,9.7,37.7,100,68.0,4.0,54.6,4.7,64.6,42.2,31.3,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.883179,-96.643996"
EX0596,Garland Laundry Market Cell 043,4290 Gus Thomasson Rd / market-cell centroid,Garland,TX,75793,32.905843,-96.678702,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,29,0.22,59044,36.8,38.3,3.5,4175,64.9,8.8,50.1,100,37.3,36.6,11.5,48.6,93.1,44.7,29.2,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.905843,-96.678702"
EX0597,Garland Laundry Market Cell 044,733 K Ave Rd / market-cell centroid,Garland,TX,75859,32.920866,-96.586708,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,18,0.25,52473,43.2,37.7,4.6,3649,46.3,6.0,31.5,100,51.6,35.4,20.0,39.1,64.5,47.1,30.9,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.920866,-96.586708"
EX0598,Garland Laundry Market Cell 045,1051 Pioneer Rd / market-cell centroid,Garland,TX,75453,32.940544,-96.591524,existing_directory_density_seed_v3,Unverified - density model seed,"C - Directory-density / market coverage seed, not a confirmed store",market-cell centroid approximate,19,0.75,65570,36.0,37.0,6.5,4207,36.9,19.4,28.7,99.2,35.6,34.0,34.6,49.2,59.1,44.9,32.8,red,Garland,Needs POI verification before investment use,Directory-size model; verify with Google Places / YP / OSM,See Source_Manifest,Seed added to avoid undercounting competition density; not a verified individual business,"https://www.google.com/maps/search/?api=1&query=32.940544,-96.591524"
